id,date,age,gender,city,employment,marital_status,income,years_experience,education_years,credit_score,debt,savings,study_hours,sleep_hours,attendance_pct,screen_time_hours,exercise_days_per_week,projects_completed,social_media_hours,internet_usage,previous_score,lifestyle_score,loan_approved,annual_salary
554,2024-07-07,36,Female,Butwal,Employed,Married,35720.0,12.5,11.0,708.0,7322.0,42785.0,11.3,6.8,64.1,3.4,4,5,2.4,Medium,51.9,64.57,No,250000.0
156,2023-06-05,32,Male,Butwal,Self-employed,Divorced,70157.0,11.9,15.3,782.0,13371.0,57652.0,4.9,7.3,54.4,6.6,3,2,4.4,Medium,77.5,45.37,Yes,250000.0
332,2023-11-28,46,Female,Pokhara,Employed,Married,91896.0,17.1,15.9,753.0,0.0,67905.0,7.5,6.3,64.2,7.2,5,5,3.5,High,45.1,54.21,No,250000.0
892,2025-06-10,34,Male,Kathmandu,Employed,Single,36432.0,1.5,11.0,669.0,20496.0,32226.0,7.0,8.7,85.9,5.3,4,3,2.6,Medium,69.2,67.9,Yes,250000.0
459,2024-04-03,39,Female,Biratnagar,Self-employed,Single,33389.0,13.5,12.5,630.0,3603.0,20267.0,,8.0,73.9,2.5,4,2,4.8,High,71.1,50.1,No,250000.0
357,2023-12-23,39,Female,Butwal,Employed,Married,57782.0,11.6,17.9,665.0,133.0,45448.0,1.6,9.0,92.8,7.1,4,4,3.9,Medium,74.9,56.86,No,250000.0
848,2025-04-27,45,Female,Biratnagar,Unemployed,Single,43329.0,17.9,11.8,735.0,,14666.0,2.9,7.1,88.5,4.0,2,7,4.3,High,58.4,57.58,No,250000.0
647,2024-10-08,39,Male,Kathmandu,Employed,Single,36073.0,12.6,14.7,712.0,16791.0,0.0,3.5,6.9,64.0,4.5,6,2,4.2,,69.7,55.03,No,250000.0
102,2023-04-12,58,Female,Lalitpur,Employed,Single,59656.0,39.1,12.3,695.0,5829.0,11353.0,17.2,7.7,89.5,4.8,2,0,4.1,,95.5,89.5,Yes,250000.0
229,2023-08-17,66,Female,Chitwan,Employed,Single,34644.0,43.4,16.2,701.0,4510.0,19325.0,1.3,6.4,87.7,6.8,0,2,1.1,Medium,100.0,36.35,No,250000.0
283,2023-10-10,35,Male,Biratnagar,Employed,Divorced,43784.0,11.4,11.2,563.0,18718.0,28483.0,7.1,6.8,81.7,6.9,7,2,4.2,High,70.1,66.14,No,250000.0
911,2025-06-29,32,Female,Kathmandu,Employed,Married,38007.0,6.7,14.0,628.0,14701.0,51580.0,7.5,5.9,66.1,3.0,4,2,1.2,High,83.9,53.75,Yes,250000.0
758,2025-01-27,38,Female,Kathmandu,Student,Single,30774.0,22.7,14.1,677.0,,35072.0,6.6,7.5,82.0,1.5,4,3,2.1,High,62.0,71.67,Yes,250000.0
996,2025-09-22,25,Male,Lalitpur,Employed,Single,50372.0,0.0,14.9,580.0,7925.0,3121.0,4.7,6.0,,4.7,6,2,0.0,Medium,65.5,64.14,No,250000.0
277,2023-10-04,24,Female,Kathmandu,Employed,Single,51082.0,0.0,15.7,701.0,36585.0,14249.0,8.6,7.9,85.7,3.6,3,3,3.8,Low,38.3,71.45,No,250000.0
572,2024-07-25,52,Male,Bhaktapur,Student,Single,12807.0,26.1,17.6,836.0,12705.0,11333.0,2.7,5.6,76.2,6.0,2,3,3.7,Medium,56.0,41.16,Yes,250000.0
95,2023-04-05,35,Male,Kathmandu,Unemployed,Married,65655.0,14.0,16.5,733.0,33407.0,27934.0,1.8,7.0,66.2,5.8,0,1,2.5,High,55.8,38.99,No,250000.0
431,2024-03-06,59,Male,Bhaktapur,Employed,Divorced,39257.0,35.0,14.5,630.0,14240.0,10113.0,3.3,9.5,72.9,6.8,5,4,2.1,High,73.6,61.65,Yes,250000.0
980,2025-09-06,31,Male,Biratnagar,Self-employed,Married,36826.0,5.6,17.4,516.0,10348.0,15084.0,3.9,5.9,100.0,2.9,1,5,4.2,Medium,91.4,53.4,No,250000.0
279,2023-10-06,58,Male,Butwal,Employed,Married,60595.0,29.9,13.1,562.0,11024.0,7067.0,9.8,7.2,70.0,5.0,5,2,3.0,High,72.4,66.34,No,250000.0
579,2024-08-01,20,Female,Bhaktapur,Employed,Married,51086.0,2.4,17.3,693.0,9545.0,47232.0,7.7,5.8,87.2,6.0,0,1,0.2,Medium,70.8,50.25,Yes,250000.0
785,2025-02-23,55,Male,Bhaktapur,Student,Single,21331.0,36.0,13.0,621.0,7104.0,4297.0,4.4,7.2,44.8,6.9,5,3,4.6,High,70.7,44.48,No,250000.0
246,2023-09-03,43,Female,Biratnagar,Self-employed,Married,23256.0,25.1,9.9,563.0,9972.0,0.0,3.9,6.2,83.3,6.1,3,3,2.2,Low,65.9,44.79,No,250000.0
333,2023-11-29,35,Male,Chitwan,Self-employed,Married,99580.0,5.6,10.6,622.0,11989.0,19010.0,3.8,4.2,89.2,6.6,4,3,2.9,High,52.0,43.36,Yes,250000.0
506,2024-05-20,49,Female,Butwal,Self-employed,Married,42834.0,21.7,13.2,580.0,25322.0,31909.0,7.2,5.9,93.6,3.6,0,7,3.4,Medium,53.3,66.82,No,250000.0
942,2025-07-30,28,Male,Lalitpur,Unemployed,Married,30327.0,0.0,9.8,671.0,8357.0,27589.0,8.3,6.4,,5.4,2,2,1.6,High,36.3,57.27,No,250000.0
454,2024-03-29,49,Male,Pokhara,Student,Single,34999.0,30.0,8.4,744.0,18364.0,38400.0,3.4,6.8,,7.5,3,2,3.6,Medium,57.1,58.14,No,250000.0
957,2025-08-14,20,Non-binary,Kathmandu,Self-employed,Married,165118.0,0.0,15.3,700.0,78816.0,186299.0,17.5,10.0,77.5,6.4,7,3,1.7,High,75.5,100.84,Yes,250000.0
290,2023-10-17,40,Male,Chitwan,Self-employed,Married,25275.0,18.8,20.0,747.0,0.0,1447.0,3.2,5.7,86.7,8.0,6,3,2.4,Medium,33.1,59.71,Yes,250000.0
585,2024-08-07,61,Male,Chitwan,Unemployed,Single,109093.0,43.9,15.5,696.0,28710.0,60822.0,6.0,7.8,80.7,5.3,4,3,3.4,High,65.1,59.59,No,250000.0
143,2023-05-23,18,Female,Biratnagar,Student,Married,22816.0,0.0,12.1,773.0,10472.0,9503.0,0.8,9.5,77.6,3.5,2,3,1.5,High,59.6,37.13,No,250000.0
557,2024-07-10,22,Male,Bhaktapur,Employed,Married,96361.0,0.0,15.1,729.0,9388.0,69939.0,3.9,6.6,73.8,4.7,0,11,2.3,High,53.9,42.31,Yes,250000.0
512,2024-05-26,18,Female,Pokhara,Employed,Single,24475.0,0.0,16.3,767.0,4088.0,23166.0,3.9,6.3,74.6,7.6,4,2,3.6,Medium,74.2,46.44,No,250000.0
665,2024-10-26,70,Female,Pokhara,Employed,Married,36831.0,45.0,11.8,766.0,7465.0,19876.0,13.7,6.8,77.2,6.9,4,3,2.1,Medium,56.0,70.56,Yes,250000.0
692,2024-11-22,26,Male,Bhaktapur,Self-employed,Married,53811.0,6.0,13.9,784.0,2945.0,2364.0,13.8,6.2,73.9,2.6,2,3,4.2,Medium,60.9,77.37,No,250000.0
293,2023-10-20,59,Female,Bhaktapur,Student,Single,25315.0,36.9,13.6,682.0,4961.0,11421.0,5.8,6.7,62.5,3.9,4,5,3.0,Medium,63.5,52.0,Yes,250000.0
453,2024-03-28,19,Female,Lalitpur,Self-employed,Married,84082.0,0.0,15.0,671.0,8957.0,6251.0,5.5,6.4,81.0,5.8,7,2,3.4,Medium,60.7,62.42,No,250000.0
46,2023-02-15,24,Female,Chitwan,Employed,Married,189777.0,0.4,11.3,656.0,58982.0,209589.0,14.5,6.5,96.7,3.9,7,1,5.0,Medium,63.5,96.99,Yes,250000.0
722,2024-12-22,53,Male,Chitwan,Employed,Single,69726.0,27.4,15.8,601.0,29217.0,71532.0,3.3,6.8,61.5,2.2,0,2,3.2,High,76.6,41.66,Yes,250000.0
486,2024-04-30,30,Male,Pokhara,Employed,Single,62806.0,6.5,11.2,660.0,10255.0,57583.0,1.9,8.5,74.0,5.6,4,2,5.4,Medium,78.4,38.49,No,250000.0
706,2024-12-06,22,Female,Bhaktapur,Employed,Married,52437.0,0.0,9.4,609.0,12941.0,35222.0,4.1,8.2,86.8,8.9,3,1,3.8,Medium,55.7,57.99,No,250000.0
479,2024-04-23,69,Male,Chitwan,Student,Single,36710.0,45.0,15.0,546.0,6685.0,30372.0,6.8,5.7,75.1,1.8,7,8,4.7,Medium,57.8,64.07,No,250000.0
983,2025-09-09,44,Male,Chitwan,Employed,Single,116525.0,28.6,14.1,646.0,63837.0,71459.0,8.5,7.2,56.1,5.8,5,3,4.5,Low,90.5,56.68,Yes,250000.0
567,2024-07-20,44,Male,Pokhara,Employed,Married,92850.0,24.3,16.8,706.0,33961.0,66901.0,8.1,7.1,56.4,5.8,0,4,4.2,High,49.7,47.96,No,250000.0
839,2025-04-18,30,Female,Chitwan,Employed,Married,74327.0,13.8,15.3,660.0,45454.0,27164.0,2.9,9.0,80.7,5.5,3,4,1.0,Medium,71.4,47.81,Yes,250000.0
500,2024-05-14,29,Male,Kathmandu,Employed,Married,67681.0,8.5,11.2,643.0,24756.0,35013.0,1.7,8.2,80.7,3.1,6,2,3.2,Low,48.6,61.39,No,250000.0
27,2023-01-27,38,Female,Bhaktapur,Employed,Married,101530.0,12.7,15.2,723.0,40248.0,58624.0,5.8,5.0,65.8,6.9,3,2,2.3,Medium,61.3,42.68,Yes,250000.0
363,2023-12-29,68,Male,Pokhara,Self-employed,Single,31499.0,45.0,13.2,649.0,967.0,3296.0,7.7,9.2,85.2,9.1,5,7,3.1,Medium,80.2,63.59,No,250000.0
269,2023-09-26,37,Male,Biratnagar,Student,Married,37670.0,16.9,11.7,501.0,15135.0,39236.0,3.1,7.5,89.9,6.4,6,3,1.2,Low,60.3,61.08,No,250000.0
64,2023-03-05,25,Female,Chitwan,Employed,Single,25783.0,0.0,16.3,637.0,11514.0,31875.0,2.9,4.5,80.6,5.1,4,3,1.2,Medium,49.1,41.65,Yes,250000.0
750,2025-01-19,55,Male,Biratnagar,Employed,Married,26867.0,38.3,17.2,572.0,12531.0,4677.0,8.1,7.5,79.9,4.4,4,3,5.3,High,87.0,69.6,No,250000.0
969,2025-08-26,39,Non-binary,Bhaktapur,Unemployed,Married,37722.0,8.8,18.1,805.0,28512.0,15913.0,2.8,7.7,66.3,6.3,0,1,2.1,Medium,74.6,36.05,Yes,250000.0
982,2025-09-08,62,Female,Lalitpur,Employed,Married,74203.0,42.9,15.7,764.0,9160.0,9381.0,3.0,6.3,93.7,5.9,1,3,2.9,Medium,43.8,54.77,No,250000.0
34,2023-02-03,44,Female,Butwal,Employed,Single,18279.0,24.5,11.9,524.0,6971.0,20228.0,11.2,6.8,94.2,7.5,6,4,1.8,Medium,59.6,77.97,No,250000.0
944,2025-08-01,64,Male,Kathmandu,Student,Single,28227.0,45.0,16.2,679.0,17619.0,14367.0,13.1,8.3,89.4,5.1,4,2,2.5,High,67.7,76.31,Yes,250000.0
946,2025-08-03,33,Male,Chitwan,Employed,Single,51512.0,18.2,15.6,596.0,6692.0,40835.0,2.6,7.8,88.0,6.8,3,3,4.7,Medium,57.8,50.75,Yes,250000.0
624,2024-09-15,65,Male,Kathmandu,Employed,Single,33497.0,32.7,14.6,663.0,6143.0,43551.0,7.8,6.7,97.8,9.2,3,4,1.8,High,70.4,63.9,Yes,250000.0
119,2023-04-29,52,Male,Bhaktapur,Employed,Single,220000.0,26.9,11.2,723.0,99811.0,94205.0,2.1,6.6,70.0,4.7,2,4,2.6,High,84.3,38.19,No,250000.0
16,2023-01-16,57,Female,Bhaktapur,Employed,Married,22122.0,28.5,12.7,538.0,0.0,16415.0,7.2,8.3,82.3,7.5,1,2,4.4,Low,74.3,55.2,No,250000.0
568,2024-07-21,37,Female,Kathmandu,Student,Single,57299.0,8.4,9.1,613.0,9616.0,11042.0,2.7,8.0,65.6,7.7,7,2,4.2,Medium,84.4,58.09,Yes,250000.0
43,2023-02-12,20,Female,Kathmandu,Employed,Married,61445.0,0.1,11.9,525.0,8363.0,36639.0,4.5,7.7,92.0,3.2,7,5,2.5,Medium,87.5,62.7,No,250000.0
901,2025-06-19,28,Male,Kathmandu,Employed,Married,,6.7,16.9,720.0,5370.0,15623.0,5.2,5.5,89.4,3.3,1,3,1.5,Medium,79.8,63.06,Yes,250000.0
586,2024-08-08,46,Female,Chitwan,Student,Single,18201.0,19.8,12.2,657.0,0.0,13466.0,11.5,6.1,78.8,3.4,4,4,4.5,Medium,75.3,72.09,No,250000.0
428,2024-03-03,65,Female,Pokhara,Unemployed,Married,54346.0,36.8,12.4,622.0,31401.0,28120.0,1.8,6.4,75.7,4.4,7,5,0.7,High,67.6,50.87,No,250000.0
175,2023-06-24,46,Male,Pokhara,Student,Single,32740.0,16.5,9.8,614.0,12552.0,26419.0,6.9,9.3,84.0,2.7,7,4,5.4,High,81.9,81.47,No,250000.0
499,2024-05-13,26,Female,Butwal,Employed,Single,87794.0,3.3,12.9,643.0,19311.0,51042.0,5.5,7.0,100.0,5.5,7,4,2.0,Medium,62.2,69.32,No,250000.0
651,2024-10-12,53,Female,Bhaktapur,Student,Single,59438.0,23.1,18.5,803.0,8495.0,36054.0,9.4,7.7,79.5,7.4,3,2,0.9,Low,61.8,58.04,No,250000.0
939,2025-07-27,60,Non-binary,Pokhara,Employed,Married,89749.0,35.4,15.5,618.0,52168.0,41031.0,1.3,6.9,92.8,5.0,4,2,1.6,,30.3,50.46,Yes,250000.0
1000,2025-09-26,32,Female,Bhaktapur,Unemployed,Single,51549.0,13.3,12.2,774.0,0.0,21782.0,6.8,7.5,92.2,4.3,3,5,4.7,Medium,55.1,61.96,No,250000.0
456,2024-03-31,39,Female,Bhaktapur,Employed,Married,22942.0,19.5,14.3,651.0,453.0,31269.0,4.2,5.3,69.9,6.3,6,5,4.2,High,65.8,50.54,Yes,250000.0
742,2025-01-11,56,Male,Kathmandu,Employed,Single,57075.0,35.6,16.3,720.0,19860.0,57618.0,5.5,9.3,84.9,6.6,3,0,1.4,Medium,82.9,74.06,Yes,250000.0
94,2023-04-04,62,Male,Kathmandu,Employed,Married,77865.0,43.4,9.5,649.0,9838.0,96762.0,10.0,8.4,83.6,6.0,3,4,5.2,Medium,75.2,65.34,No,250000.0
544,2024-06-27,47,Female,Kathmandu,Employed,Married,43019.0,24.4,18.3,,28181.0,45416.0,17.1,9.5,79.4,6.5,7,4,1.4,Medium,76.0,109.35,Yes,250000.0
542,2024-06-25,53,Female,Kathmandu,Student,Single,55315.0,37.3,12.8,646.0,35748.0,72513.0,6.9,4.5,75.9,3.4,3,3,0.0,Medium,72.2,53.66,Yes,250000.0
312,2023-11-08,65,Female,Pokhara,Student,Married,36463.0,35.8,16.6,658.0,25616.0,7934.0,2.1,8.4,,5.7,1,0,1.5,Medium,49.1,49.91,No,250000.0
488,2024-05-02,59,Female,Pokhara,Employed,Single,53554.0,32.2,14.6,718.0,15195.0,19695.0,1.9,7.2,94.2,4.3,3,5,1.3,Medium,70.6,50.77,No,250000.0
561,2024-07-14,41,Male,Chitwan,Student,Married,75976.0,16.6,17.8,636.0,8214.0,32573.0,11.2,7.9,93.6,2.9,1,2,1.3,High,63.3,81.48,No,250000.0
878,2025-05-27,45,Female,Biratnagar,Employed,Divorced,56860.0,15.9,15.1,601.0,34490.0,26075.0,2.9,7.9,64.8,5.4,7,2,4.6,Medium,73.9,53.05,No,250000.0
918,2025-07-06,41,Female,Bhaktapur,Employed,Single,48943.0,22.7,16.2,641.0,37946.0,58193.0,8.0,5.7,80.3,3.7,2,4,2.5,Medium,41.5,51.57,No,250000.0
154,2023-06-03,44,Male,Chitwan,Self-employed,Married,39276.0,26.9,14.8,,7610.0,23425.0,8.5,6.6,90.5,5.0,7,2,3.0,Medium,72.2,74.56,Yes,250000.0
117,2023-04-27,34,Female,Lalitpur,Unemployed,Married,155730.0,17.3,14.5,591.0,37838.0,40741.0,2.8,6.9,86.4,6.2,5,5,3.5,Medium,54.3,52.76,Yes,250000.0
675,2024-11-05,33,Female,Butwal,Self-employed,Single,72808.0,16.2,12.2,630.0,29086.0,28488.0,6.8,7.5,90.2,8.7,0,2,5.1,Medium,46.4,55.44,No,250000.0
409,2024-02-13,20,Female,Chitwan,Employed,Divorced,60717.0,0.0,11.5,703.0,24432.0,26533.0,4.1,7.4,80.5,7.5,3,1,4.9,Medium,68.9,55.75,No,250000.0
469,2024-04-13,25,Female,Pokhara,Employed,Single,29297.0,0.0,12.7,783.0,6200.0,3606.0,4.8,7.4,83.9,5.9,7,2,0.0,High,63.8,68.65,No,250000.0
998,2025-09-24,52,Male,Biratnagar,Self-employed,Single,,23.1,11.2,713.0,18034.0,20543.0,1.0,7.3,78.6,5.5,2,8,4.3,Medium,64.8,45.08,No,250000.0
444,2024-03-19,63,Male,Biratnagar,Employed,Married,31915.0,38.7,11.0,578.0,13077.0,16618.0,11.8,6.5,92.8,6.4,6,5,3.2,High,79.0,83.59,No,250000.0
653,2024-10-14,58,Male,Chitwan,Employed,Single,16259.0,36.1,15.7,598.0,2107.0,20853.0,5.7,6.5,68.9,3.7,5,2,0.0,Medium,82.1,59.12,No,250000.0
856,2025-05-05,40,Male,Pokhara,Employed,Single,39638.0,18.5,9.7,,23517.0,26189.0,16.7,6.9,91.6,4.1,3,3,1.8,Medium,43.5,85.8,No,250000.0
24,2023-01-24,47,Male,Chitwan,Student,Single,31927.0,18.8,14.2,694.0,3061.0,25693.0,1.7,7.5,63.7,4.5,1,1,3.8,Medium,90.3,26.03,No,250000.0
31,2023-01-31,61,Female,Butwal,Student,Married,50956.0,40.1,15.6,850.0,32497.0,37503.0,7.0,7.1,82.0,7.8,3,1,0.3,High,43.2,56.41,No,250000.0
733,2025-01-02,20,Female,Butwal,Unemployed,Single,53564.0,0.0,15.3,602.0,19531.0,61763.0,2.3,6.1,98.5,2.8,1,0,2.1,High,75.7,58.51,No,250000.0
1,2023-01-01,56,Male,Chitwan,Employed,Married,69860.0,24.3,15.0,844.0,37133.0,83144.0,4.2,6.1,80.5,10.5,4,3,3.0,High,63.9,37.15,Yes,250000.0
436,2024-03-11,41,Female,Pokhara,Unemployed,Married,49949.0,9.2,14.2,573.0,14301.0,36028.0,4.5,6.5,77.2,1.0,0,1,2.8,High,63.3,51.64,Yes,250000.0
532,2024-06-15,63,Non-binary,Pokhara,Self-employed,Divorced,102604.0,31.7,13.9,722.0,57815.0,14140.0,2.4,6.8,86.9,9.3,3,1,2.0,High,70.9,50.69,No,250000.0
562,2024-07-15,33,Male,Pokhara,Self-employed,Single,220000.0,11.2,,610.0,15069.0,159323.0,,9.3,84.1,4.5,5,5,2.9,High,79.0,71.68,Yes,250000.0
116,2023-04-26,68,Male,Lalitpur,Self-employed,Single,65259.0,44.6,14.0,702.0,7175.0,63249.0,2.5,7.4,67.8,1.3,2,4,3.4,Medium,64.4,50.13,No,250000.0
509,2024-05-23,57,Female,Lalitpur,Unemployed,Divorced,78995.0,34.2,17.7,769.0,34623.0,25548.0,5.5,8.5,87.6,5.9,6,2,2.5,Medium,58.8,64.43,No,250000.0
33,2023-02-02,66,Male,Lalitpur,Student,Single,44723.0,42.9,10.4,698.0,13171.0,21089.0,2.8,6.8,66.2,6.2,5,4,4.6,High,80.0,45.17,Yes,250000.0
790,2025-02-28,25,Female,Butwal,Employed,Single,31841.0,4.4,15.1,717.0,5841.0,20937.0,1.6,8.2,100.0,4.5,3,4,3.5,Low,48.8,57.34,No,250000.0
684,2024-11-14,52,Male,Kathmandu,Self-employed,Single,66050.0,27.2,14.6,,9003.0,18390.0,2.0,6.9,78.2,9.1,6,3,5.8,Medium,55.5,42.7,No,250000.0
39,2023-02-08,64,Male,Kathmandu,Employed,Married,69775.0,41.4,17.3,,29512.0,33285.0,9.0,5.6,100.0,3.4,7,3,0.0,Medium,94.4,74.69,No,250000.0
25,2023-01-25,55,Male,Biratnagar,Employed,Single,56122.0,31.4,16.8,718.0,16010.0,53304.0,3.2,7.7,79.6,4.6,7,3,0.5,Low,84.8,59.22,No,250000.0
676,2024-11-06,56,Male,Pokhara,Employed,Married,13740.0,29.1,,625.0,2870.0,16697.0,6.2,6.5,69.0,8.7,7,6,1.3,Medium,81.8,52.41,No,250000.0
200,2023-07-19,44,Male,Lalitpur,Student,Married,75944.0,28.0,13.2,765.0,36940.0,68504.0,3.6,5.4,47.3,2.0,7,3,7.3,Medium,78.2,45.41,No,250000.0
206,2023-07-25,23,Male,Biratnagar,Employed,Married,48843.0,0.0,14.2,,17852.0,7062.0,8.7,5.0,95.2,10.8,6,1,4.9,Low,73.1,60.38,No,250000.0
922,2025-07-10,68,Male,Chitwan,Employed,Married,42655.0,45.0,10.8,697.0,1864.0,6190.0,3.0,8.4,73.4,5.9,5,5,0.9,Medium,79.8,46.99,No,250000.0
539,2024-06-22,65,Male,Kathmandu,Employed,Single,37050.0,41.0,13.3,710.0,6526.0,5937.0,2.2,8.3,80.0,8.5,6,2,5.9,Medium,36.9,40.32,No,250000.0
934,2025-07-22,51,Female,Biratnagar,Unemployed,Married,33389.0,25.5,15.2,644.0,14544.0,2236.0,4.0,7.1,77.3,4.7,2,6,0.2,Low,80.2,54.2,No,250000.0
259,2023-09-16,39,Male,Kathmandu,Employed,Married,33046.0,5.2,16.6,661.0,7730.0,36005.0,4.1,7.0,100.0,7.1,2,2,0.6,High,82.9,54.58,Yes,250000.0
788,2025-02-26,45,Female,Butwal,Student,Single,33646.0,20.6,11.0,733.0,5168.0,8567.0,11.9,8.5,76.7,3.1,2,4,3.0,Medium,76.1,71.22,Yes,250000.0
265,2023-09-22,23,Female,Lalitpur,Employed,Married,66557.0,0.0,10.4,819.0,24586.0,25132.0,2.9,5.0,79.7,5.7,5,2,5.2,High,33.2,42.9,No,250000.0
621,2024-09-12,52,Female,Kathmandu,Employed,Married,48848.0,27.1,14.7,741.0,8042.0,39671.0,5.8,6.6,76.2,3.1,0,4,2.7,Medium,68.5,51.89,Yes,250000.0
884,2025-06-02,20,Female,Kathmandu,Student,Single,13613.0,0.0,13.1,687.0,909.0,6756.0,2.5,6.9,92.5,5.5,2,0,4.3,High,71.2,50.43,No,250000.0
296,2023-10-23,33,Female,Lalitpur,Self-employed,Single,108564.0,11.0,12.4,845.0,23407.0,104560.0,3.2,7.2,63.3,8.4,4,2,3.7,Medium,74.7,37.35,No,250000.0
693,2024-11-23,27,Male,Biratnagar,Self-employed,Single,49667.0,0.0,12.2,728.0,11365.0,46545.0,17.2,7.1,82.8,2.3,1,3,1.7,Medium,76.6,88.57,No,250000.0
683,2024-11-13,22,Male,Kathmandu,Self-employed,Single,90442.0,0.1,14.9,629.0,27214.0,29486.0,4.6,7.2,78.1,3.8,2,3,3.5,,60.1,58.93,No,250000.0
106,2023-04-16,18,Male,Lalitpur,Self-employed,Single,107483.0,0.0,14.4,714.0,50541.0,13513.0,4.1,5.1,71.6,2.1,4,3,2.4,Medium,59.7,54.68,Yes,250000.0
72,2023-03-13,21,Female,Bhaktapur,Employed,Divorced,41561.0,0.0,,739.0,23482.0,29156.0,3.4,8.7,98.6,10.7,4,5,5.6,Medium,39.8,48.95,No,250000.0
235,2023-08-23,19,Female,Kathmandu,Employed,Single,49313.0,0.0,11.4,850.0,29712.0,45016.0,4.3,7.4,90.7,4.1,7,2,1.0,High,67.0,72.5,No,250000.0
348,2023-12-14,25,Male,Pokhara,Employed,Single,33158.0,0.0,,621.0,7836.0,1224.0,1.6,6.8,85.1,1.7,5,1,2.7,High,72.4,64.38,No,250000.0
691,2024-11-21,29,Female,Lalitpur,Employed,Single,109955.0,0.5,11.8,663.0,6358.0,28687.0,6.0,6.7,,6.9,6,4,5.6,High,51.5,50.44,Yes,250000.0
403,2024-02-07,50,Female,Butwal,Employed,Single,60931.0,27.6,12.7,710.0,,42008.0,3.7,8.5,83.7,3.7,5,4,3.2,Low,49.2,73.54,Yes,250000.0
842,2025-04-21,58,Male,Biratnagar,Unemployed,Single,75124.0,25.2,13.5,700.0,44623.0,55181.0,0.4,6.8,67.6,8.4,2,2,1.5,Medium,79.0,29.24,No,250000.0
521,2024-06-04,33,Female,Lalitpur,Self-employed,Married,55215.0,3.6,14.1,777.0,17111.0,12597.0,15.8,8.3,91.5,2.7,7,2,2.8,Medium,43.5,96.85,No,250000.0
510,2024-05-24,62,Non-binary,Biratnagar,Employed,Single,47325.0,43.2,18.2,819.0,16017.0,49284.0,7.1,7.9,78.2,4.7,7,2,0.0,High,65.4,69.51,Yes,250000.0
667,2024-10-28,52,Male,Pokhara,Employed,Single,37747.0,35.4,16.6,679.0,21463.0,30521.0,6.4,8.3,76.3,8.3,2,3,2.3,Medium,63.0,46.92,Yes,250000.0
50,2023-02-19,35,Male,Butwal,Unemployed,Married,28747.0,14.6,12.1,678.0,14281.0,26869.0,,6.3,85.7,7.1,5,3,4.0,High,91.4,62.13,No,250000.0
387,2024-01-22,23,Male,Biratnagar,Employed,Single,42895.0,0.0,15.1,525.0,11915.0,0.0,8.1,6.2,52.1,4.9,6,6,4.4,,62.4,67.46,No,250000.0
303,2023-10-30,65,Male,Pokhara,Employed,Single,27908.0,38.2,14.8,698.0,23610.0,13491.0,9.6,9.0,76.6,7.0,1,2,1.6,Medium,58.5,63.89,Yes,250000.0
180,2023-06-29,68,Male,Biratnagar,Employed,Married,37539.0,45.0,13.9,680.0,11835.0,23121.0,8.2,4.1,74.8,8.5,3,4,6.6,High,72.2,45.41,No,250000.0
202,2023-07-21,30,Female,Butwal,Student,Married,13610.0,2.7,13.2,624.0,4620.0,3194.0,5.0,8.1,87.7,11.4,6,3,3.0,Medium,78.9,55.15,No,250000.0
908,2025-06-26,51,Non-binary,Lalitpur,Employed,Married,22774.0,28.6,,669.0,4724.0,0.0,8.3,6.1,76.8,6.9,7,1,7.2,Medium,59.3,67.65,No,250000.0
789,2025-02-27,70,Female,Kathmandu,Self-employed,Married,15387.0,45.0,12.4,719.0,4238.0,19813.0,1.8,5.1,64.0,5.9,7,4,0.0,Medium,61.7,38.59,Yes,250000.0
232,2023-08-20,34,Female,Bhaktapur,Employed,Single,89575.0,18.1,13.3,636.0,47429.0,55774.0,2.5,7.7,63.8,9.5,0,1,3.5,Medium,66.7,24.47,Yes,250000.0
451,2024-03-26,45,Male,Biratnagar,Unemployed,Married,17617.0,15.4,14.4,614.0,16163.0,11455.0,7.0,7.7,88.7,7.3,3,2,6.5,Medium,53.6,66.6,Yes,250000.0
917,2025-07-05,50,Male,Bhaktapur,Employed,Married,42882.0,28.6,14.3,691.0,19789.0,31406.0,4.7,6.4,63.5,4.3,0,1,3.1,Medium,68.2,48.15,No,250000.0
803,2025-03-13,26,Male,Pokhara,Employed,Married,31497.0,5.8,12.5,640.0,5068.0,29644.0,4.9,7.5,78.5,10.5,7,2,1.9,,69.1,69.07,No,250000.0
808,2025-03-18,45,Male,Lalitpur,Unemployed,Married,78079.0,23.9,14.0,734.0,3834.0,83851.0,9.6,7.2,,9.1,1,3,3.1,Medium,77.0,60.06,No,250000.0
826,2025-04-05,50,Non-binary,Biratnagar,Employed,Married,12743.0,20.3,11.3,770.0,6045.0,16886.0,1.0,5.8,76.4,5.3,3,0,1.7,,74.2,36.86,No,250000.0
872,2025-05-21,21,Non-binary,Chitwan,Employed,Single,94464.0,0.0,14.4,679.0,59992.0,27280.0,5.0,6.8,83.3,2.9,1,3,3.4,Medium,66.6,51.4,No,250000.0
298,2023-10-25,65,Male,Lalitpur,Student,Divorced,43163.0,45.0,9.9,,8417.0,30065.0,2.7,8.4,76.2,4.7,3,3,3.5,Medium,74.2,54.11,Yes,250000.0
698,2024-11-28,63,Female,Bhaktapur,Self-employed,Married,55461.0,41.7,13.1,663.0,2659.0,35161.0,2.6,8.1,92.1,5.8,2,4,1.1,Medium,45.2,48.13,Yes,250000.0
